cluster,tempchg,prepchg,prepext,coldext,heatext,drychg,impsurface,houseden,popest,houseslr,roadslr,hazard,expos,vulner,risk,climate_stress_score,climate_stress_score
0,0.6680532604235785,-0.49053928018674126,-0.5165649492942116,-0.33530160516064567,0.46191112138371354,-0.5011526479727986,-0.3369406369794711,-0.23095760294644824,-0.3643579399148583,-0.1953769263953066,-0.2027360918390279,-0.23798443795292298,-0.33982662484114734,-0.17303278319997223,-0.36516614557575205,0.20960391127816444,0.20960391127816444
1,1.623728998257402,-0.2620780536738872,-0.0518100382878548,-2.089264483098118,-0.0448854886368667,-0.0485991236408544,6.101142069570687,7.5685863012946095,4.535814749564906,6.966420345804134,6.890553524529891,-0.2153829118366362,6.0935986807158695,0.6345996895133043,6.051871829494399,0.5100814619932269,0.5100814619932269
2,-0.062042358777377404,1.9072422514601364,2.227284329511818,0.09372567433238796,0.054819821695382104,2.246274875061392,0.04079497284472576,-0.0771010924394545,0.1523992203826698,-0.19417577476586118,-0.2027360918390279,2.0520736136954363,0.0501276861000216,0.1242132718785314,0.3729619711592567,0.7463507793264655,0.7463507793264655
3,0.09469296733146254,-0.25848762344655074,-0.05507474401786075,-0.24648566835181407,0.015746118997609332,-0.21053783368428544,1.9521297713869072,0.9818715057084975,2.3316304924136024,1.2840346815099661,1.4197710423724605,-0.22489028222877328,1.9782570882646922,-0.7351922092850758,1.654481261086074,-0.03336624911840451,-0.03336624911840451
4,-0.8674026746196061,-0.0684796912610685,-0.19971110090478864,0.498142609882193,-0.5794541626141565,-0.1996790260818071,-0.1877307265965077,-0.17101633361360472,-0.1944812268805187,-0.1953769263953066,-0.20273609183902788,-0.4355070742446834,-0.19178350367839814,0.2585916838966387,-0.22652651635729956,-0.5488452877718565,-0.5488452877718565
